Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-99.29,49.28,BALDUR,5010140,3/25/2019,2019,3,25,†,-1,,-13.5,,-7.3,,25.3,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,3/26/2019,2019,3,26,†,2.5,,-9,,-3.3,,21.3,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,3/27/2019,2019,3,27,†,6,,-1.5,,2.3,,15.7,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,3/28/2019,2019,3,28,†,3,,-3,,0,,18,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,3/29/2019,2019,3,29,†,5.5,,-4,,0.8,,17.2,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,3/30/2019,2019,3,30,†,2,,-10,,-4,,22,,0,,0,,0,T,0,T,0,,,,,
-99.29,49.28,BALDUR,5010140,3/31/2019,2019,3,31,†,2.5,,-8,,-2.8,,20.8,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,4/1/2019,2019,4,1,†,7,,-4,,1.5,,16.5,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,4/2/2019,2019,4,2,†,1.5,,-3,,-0.8,,18.8,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,4/3/2019,2019,4,3,†,3,,-8.5,,-2.8,,20.8,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,4/4/2019,2019,4,4,†,7,,-8,,-0.5,,18.5,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,4/5/2019,2019,4,5,†,1,,-2,,-0.5,,18.5,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,4/6/2019,2019,4,6,†,3,,-2.5,,0.3,,17.7,,0,,3.8,,0,,3.8,,0,,,,,
-99.29,49.28,BALDUR,5010140,4/7/2019,2019,4,7,†,15,,-2.5,,6.3,,11.7,,0,,0,T,0,,0,T,0,,,,,
-99.29,49.28,BALDUR,5010140,4/8/2019,2019,4,8,†,10.5,,-1,,4.8,,13.2,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,4/9/2019,2019,4,9,†,-1,,-6.5,,-3.8,,21.8,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,4/10/2019,2019,4,10,†,1,,-9,,-4,,22,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,4/11/2019,2019,4,11,†,4,,-8,,-2,,20,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,4/12/2019,2019,4,12,†,4,,-4.5,,-0.3,,18.3,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,4/13/2019,2019,4,13,†,11,,-8,,1.5,,16.5,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,4/14/2019,2019,4,14,†,9.5,,-7,,1.3,,16.7,,0,,0,T,0,,0,T,0,,,,,
-99.29,49.28,BALDUR,5010140,4/15/2019,2019,4,15,†,13,,-3.5,,4.8,,13.2,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,4/16/2019,2019,4,16,†,16,,-1,,7.5,,10.5,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,4/17/2019,2019,4,17,†,11,,1.5,,6.3,,11.7,,0,,0,T,0,,0,T,0,,,,,
-99.29,49.28,BALDUR,5010140,4/18/2019,2019,4,18,†,14,,-0.5,,6.8,,11.2,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,4/19/2019,2019,4,19,†,23,,0.5,,11.8,,6.2,,0,,2.2,,0,,2.2,,0,,,,,
-99.29,49.28,BALDUR,5010140,4/20/2019,2019,4,20,†,14.5,,5.5,,10,,8,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,4/21/2019,2019,4,21,†,18,,2,,10,,8,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,4/22/2019,2019,4,22,†,17,,-2.5,,7.3,,10.7,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,4/23/2019,2019,4,23,†,19,,1,,10,,8,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,4/24/2019,2019,4,24,†,21,,4,,12.5,,5.5,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,4/25/2019,2019,4,25,†,13.5,,0.5,,7,,11,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,4/26/2019,2019,4,26,†,13,,-5.5,,3.8,,14.2,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,4/27/2019,2019,4,27,†,11,,-4,,3.5,,14.5,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,4/28/2019,2019,4,28,†,6,,-1.5,,2.3,,15.7,,0,,0,,6.8,,6.8,,0,,,,,
-99.29,49.28,BALDUR,5010140,4/29/2019,2019,4,29,†,6.5,,3,,4.8,,13.2,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,4/30/2019,2019,4,30,†,7,,-4,,1.5,,16.5,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,5/1/2019,2019,5,1,†,8,,-5.5,,1.3,,16.7,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,5/2/2019,2019,5,2,†,13.5,,-4,,4.8,,13.2,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,5/3/2019,2019,5,3,†,15.5,,-1.5,,7,,11,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,5/4/2019,2019,5,4,†,11.5,,-0.5,,5.5,,12.5,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,5/5/2019,2019,5,5,†,8.5,,-7,,0.8,,17.2,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,5/6/2019,2019,5,6,†,8,,-6.5,,0.8,,17.2,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,5/7/2019,2019,5,7,†,13,,-4,,4.5,,13.5,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,5/8/2019,2019,5,8,†,12.5,,-0.5,,6,,12,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,5/9/2019,2019,5,9,†,12,,-8,,2,,16,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,5/10/2019,2019,5,10,†,17,,-2,,7.5,,10.5,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,5/11/2019,2019,5,11,†,17.5,,3.5,,10.5,,7.5,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,5/12/2019,2019,5,12,†,18,,-1,,8.5,,9.5,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,5/13/2019,2019,5,13,†,25.5,,5.5,,15.5,,2.5,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,5/14/2019,2019,5,14,†,20,,7,,13.5,,4.5,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,5/15/2019,2019,5,15,†,19.5,,4.5,,12,,6,,0,,13.8,,0,,13.8,,0,,,,,
-99.29,49.28,BALDUR,5010140,5/16/2019,2019,5,16,†,13.5,,4,,8.8,,9.2,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,5/17/2019,2019,5,17,†,14.5,,-4,,5.3,,12.7,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,5/18/2019,2019,5,18,†,10,,-2,,4,,14,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,5/19/2019,2019,5,19,†,13,,-2.5,,5.3,,12.7,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,5/20/2019,2019,5,20,†,19,,-1.5,,8.8,,9.2,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,5/21/2019,2019,5,21,†,21,,1,,11,,7,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,5/22/2019,2019,5,22,†,12.5,,5,,8.8,,9.2,,0,,0.8,,0,,0.8,,0,,,,,
-99.29,49.28,BALDUR,5010140,5/23/2019,2019,5,23,†,20,,2,,11,,7,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,5/24/2019,2019,5,24,†,13,,5,,9,,9,,0,,14.2,,0,,14.2,,0,,,,,
-99.29,49.28,BALDUR,5010140,5/25/2019,2019,5,25,†,19.5,,5,,12.3,,5.7,,0,,3.6,,0,,3.6,,0,,,,,
-99.29,49.28,BALDUR,5010140,5/26/2019,2019,5,26,†,7.5,,3,,5.3,,12.7,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,5/27/2019,2019,5,27,†,16,,-3,,6.5,,11.5,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,5/28/2019,2019,5,28,†,25.5,,-2,,11.8,,6.2,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,5/29/2019,2019,5,29,†,28.5,,3.5,,16,,2,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,5/30/2019,2019,5,30,†,31.5,,11,,21.3,,0,,3.3,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,5/31/2019,2019,5,31,†,15.5,,5.5,,10.5,,7.5,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,6/1/2019,2019,6,1,†,21,,2,,11.5,,6.5,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,6/2/2019,2019,6,2,†,20,,1.5,,10.8,,7.2,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,6/3/2019,2019,6,3,†,31,,2,,16.5,,1.5,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,6/4/2019,2019,6,4,†,27,,10,,18.5,,0,,0.5,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,6/5/2019,2019,6,5,†,27,,7,,17,,1,,0,,0,T,0,,0,T,0,,,,,
-99.29,49.28,BALDUR,5010140,6/6/2019,2019,6,6,†,26.5,,7,,16.8,,1.2,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,6/7/2019,2019,6,7,†,33.5,,7,,20.3,,0,,2.3,,0.4,,0,,0.4,,0,,,,,
-99.29,49.28,BALDUR,5010140,6/8/2019,2019,6,8,†,17.5,,13.5,,15.5,,2.5,,0,,4.4,,0,,4.4,,0,,,,,
-99.29,49.28,BALDUR,5010140,6/9/2019,2019,6,9,†,19.5,,5.5,,12.5,,5.5,,0,,2,,0,,2,,0,,,,,
-99.29,49.28,BALDUR,5010140,6/10/2019,2019,6,10,†,19,,3.5,,11.3,,6.7,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,6/11/2019,2019,6,11,†,18,,7,,12.5,,5.5,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,6/12/2019,2019,6,12,†,21,,4,,12.5,,5.5,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,6/13/2019,2019,6,13,†,24,,6.5,,15.3,,2.7,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,6/14/2019,2019,6,14,†,27,,10.5,,18.8,,0,,0.8,,6.4,,0,,6.4,,0,,,,,
-99.29,49.28,BALDUR,5010140,6/15/2019,2019,6,15,†,10.5,,9,,9.8,,8.2,,0,,26.2,,0,,26.2,,0,,,,,
-99.29,49.28,BALDUR,5010140,6/16/2019,2019,6,16,†,12.5,,8,,10.3,,7.7,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,6/17/2019,2019,6,17,†,18,,8.5,,13.3,,4.7,,0,,0.8,,0,,0.8,,0,,,,,
-99.29,49.28,BALDUR,5010140,6/18/2019,2019,6,18,†,21,,5,,13,,5,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,6/19/2019,2019,6,19,†,23,,5,,14,,4,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,6/20/2019,2019,6,20,†,21.5,,7,,14.3,,3.7,,0,,1.2,,0,,1.2,,0,,,,,
-99.29,49.28,BALDUR,5010140,6/21/2019,2019,6,21,†,,M,10,,,M,,M,,M,,,,,,,0,,,,,
-99.29,49.28,BALDUR,5010140,6/22/2019,2019,6,22,†,21.5,,,M,,M,,M,,M,0,,0,,0,,,,,,,
-99.29,49.28,BALDUR,5010140,6/23/2019,2019,6,23,†,21.5,,9.5,,15.5,,2.5,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,6/24/2019,2019,6,24,†,24,,10,,17,,1,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,6/25/2019,2019,6,25,†,23,,12,,17.5,,0.5,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,6/26/2019,2019,6,26,†,25.5,,9,,17.3,,0.7,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,6/27/2019,2019,6,27,†,26.5,,11,,18.8,,0,,0.8,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,6/28/2019,2019,6,28,†,26,,13.5,,19.8,,0,,1.8,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,6/29/2019,2019,6,29,†,26,,13.5,,19.8,,0,,1.8,,10.2,,0,,10.2,,0,,,,,
-99.29,49.28,BALDUR,5010140,6/30/2019,2019,6,30,†,26.5,,10.5,,18.5,,0,,0.5,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,7/1/2019,2019,7,1,†,26.5,,11,,18.8,,0,,0.8,,5,,0,,5,,0,,,,,
-99.29,49.28,BALDUR,5010140,7/2/2019,2019,7,2,†,21.5,,13.5,,17.5,,0.5,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,7/3/2019,2019,7,3,†,18.5,,10.5,,14.5,,3.5,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,7/4/2019,2019,7,4,†,23,,9.5,,16.3,,1.7,,0,,0,,0,,0,,0,,,,,
