Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-99.29,49.28,BALDUR,5010140,1/1/2018,2018,1,1,†,-15.5,,-28.5,,-22,,40,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,1/2/2018,2018,1,2,†,-13,,-26.5,,-19.8,,37.8,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,1/3/2018,2018,1,3,†,-17,,-26,,-21.5,,39.5,,0,,0,,2,,2,,0,,,,,
-99.29,49.28,BALDUR,5010140,1/4/2018,2018,1,4,†,-17.5,,-23,,-20.3,,38.3,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,1/5/2018,2018,1,5,†,-13,,-21,,-17,,35,,0,,0,,0,T,0,T,0,,,,,
-99.29,49.28,BALDUR,5010140,1/6/2018,2018,1,6,†,-2,,-20.5,,-11.3,,29.3,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,1/7/2018,2018,1,7,†,0,,-13,,-6.5,,24.5,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,1/8/2018,2018,1,8,†,0.5,,-6,,-2.8,,20.8,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,1/9/2018,2018,1,9,†,2,,-10.5,,-4.3,,22.3,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,1/10/2018,2018,1,10,†,-9,,-9,,-9,,27,,0,,0,,3,,3,,0,,,,,
-99.29,49.28,BALDUR,5010140,1/11/2018,2018,1,11,†,-21.5,,-26.5,,-24,,42,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,1/12/2018,2018,1,12,†,-21,,-30,,-25.5,,43.5,,0,,0,,0,,0,,0,,,,,
-99.29,49.28,BALDUR,5010140,1/13/2018,2018,1,13,†,-14,,-32.5,,-23.3,,41.3,,0,,0,,2,,2,,0,,,,,
