Macrotrends Data Download,
,
Soybean Oil Prices - 45 Year Historical Chart,
,
"DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED ""AS IS"" AND SOLELY",
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.,
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE,
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.,
,
,
,
"ATTRIBUTION: Proper attribution requires clear indication of the data source as ""www.macrotrends.net"".",
"A ""dofollow"" backlink to the originating page is also required if the data is displayed on a web page.",
,
,
date, value
5/6/1992,0.204
5/7/1992,0.2046
5/8/1992,0.2042
5/11/1992,0.2054
5/12/1992,0.2081
5/13/1992,0.2112
5/14/1992,0.2119
5/15/1992,0.2106
5/18/1992,0.2128
5/19/1992,0.2086
5/20/1992,0.2093
5/21/1992,0.2051
5/22/1992,0.2054
5/26/1992,0.2079
5/27/1992,0.2086
5/28/1992,0.2086
5/29/1992,0.2129
6/1/1992,0.2194
6/2/1992,0.2209
6/3/1992,0.2182
6/4/1992,0.2175
6/5/1992,0.2143
6/8/1992,0.2175
6/9/1992,0.2207
6/10/1992,0.2205
6/11/1992,0.2173
6/12/1992,0.2163
6/15/1992,0.2063
6/16/1992,0.2042
6/17/1992,0.2075
6/18/1992,0.2069
6/19/1992,0.2084
6/22/1992,0.2061
6/23/1992,0.2071
6/24/1992,0.2066
6/25/1992,0.2087
6/26/1992,0.2093
6/29/1992,0.2077
6/30/1992,0.2071
7/1/1992,0.2079
7/2/1992,0.2041
7/6/1992,0.1982
7/7/1992,0.1989
7/8/1992,0.1996
7/9/1992,0.1984
7/10/1992,0.1993
7/13/1992,0.1962
7/14/1992,0.1944
7/15/1992,0.1937
7/16/1992,0.1913
7/17/1992,0.1889
7/20/1992,0.189
7/21/1992,0.19
7/22/1992,0.1909
7/23/1992,0.1887
7/24/1992,0.1871
7/27/1992,0.1881
7/28/1992,0.1895
7/29/1992,0.1894
7/30/1992,0.1875
7/31/1992,0.1861
8/3/1992,0.1861
8/4/1992,0.1863
8/5/1992,0.1845
8/6/1992,0.1839
8/7/1992,0.1809
8/10/1992,0.1812
8/11/1992,0.1826
8/12/1992,0.1817
8/13/1992,0.1832
8/14/1992,0.1838
8/17/1992,0.1856
8/18/1992,0.1849
8/19/1992,0.1842
8/20/1992,0.1852
8/21/1992,0.1844
8/24/1992,0.1855
8/25/1992,0.1887
8/26/1992,0.1877
8/27/1992,0.1845
8/28/1992,0.1842
8/31/1992,0.1826
9/1/1992,0.1821
9/2/1992,0.1832
9/3/1992,0.1857
9/4/1992,0.1903
9/8/1992,0.1907
9/9/1992,0.1886
9/10/1992,0.1891
9/11/1992,0.1887
9/14/1992,0.1877
9/15/1992,0.196
9/16/1992,0.1932
9/17/1992,0.1906
9/18/1992,0.187
9/21/1992,0.187
9/22/1992,0.1862
9/23/1992,0.1861
9/24/1992,0.1898
9/25/1992,0.1896
9/28/1992,0.1883
9/29/1992,0.1888
9/30/1992,0.1889
10/1/1992,0.1862
10/2/1992,0.1824
10/5/1992,0.1817
10/6/1992,0.1835
10/7/1992,0.1849
10/8/1992,0.1841
10/9/1992,0.1868
10/12/1992,0.1886
10/13/1992,0.19
10/14/1992,0.1924
10/15/1992,0.1897
10/16/1992,0.1898
10/19/1992,0.1934
10/20/1992,0.1939
10/21/1992,0.1918
10/22/1992,0.1917
10/23/1992,0.1909
10/26/1992,0.1903
10/27/1992,0.1903
10/28/1992,0.1887
10/29/1992,0.1904
10/30/1992,0.1937
11/2/1992,0.1949
11/3/1992,0.1964
11/4/1992,0.1973
11/5/1992,0.1941
11/6/1992,0.1968
11/9/1992,0.1957
11/10/1992,0.1969
11/11/1992,0.2034
11/12/1992,0.2048
11/13/1992,0.2061
11/16/1992,0.2034
11/17/1992,0.2043
11/18/1992,0.2024
11/19/1992,0.206
11/20/1992,0.2021
11/23/1992,0.2048
11/24/1992,0.2079
11/25/1992,0.2076
11/27/1992,0.2055
11/30/1992,0.2048
12/1/1992,0.2044
12/2/1992,0.2049
12/3/1992,0.2042
12/4/1992,0.2063
12/7/1992,0.2032
12/8/1992,0.2017
12/9/1992,0.2055
12/10/1992,0.2077
12/11/1992,0.2072
12/14/1992,0.209
12/15/1992,0.2081
12/16/1992,0.2071
12/17/1992,0.2057
12/18/1992,0.2054
12/21/1992,0.2072
12/22/1992,0.2073
12/23/1992,0.2087
12/24/1992,0.2084
12/28/1992,0.209
12/29/1992,0.2042
12/30/1992,0.2048
12/31/1992,0.2065
1/4/1993,0.2073
1/5/1993,0.2084
1/6/1993,0.2098
1/7/1993,0.2153
1/8/1993,0.2148
1/11/1993,0.2159
1/12/1993,0.2176
1/13/1993,0.2196
1/14/1993,0.2156
1/15/1993,0.2152
1/18/1993,0.2159
1/19/1993,0.2177
1/20/1993,0.2148
1/21/1993,0.2159
1/22/1993,0.2146
1/25/1993,0.2108
1/26/1993,0.2108
1/27/1993,0.2143
1/28/1993,0.2076
1/29/1993,0.2076
2/1/1993,0.21
2/2/1993,0.2092
2/3/1993,0.2078
2/4/1993,0.207
2/5/1993,0.2038
2/8/1993,0.2037
2/9/1993,0.2066
2/10/1993,0.2079
2/11/1993,0.2065
2/12/1993,0.208
2/16/1993,0.2096
2/17/1993,0.2096
2/18/1993,0.2077
2/19/1993,0.208
2/22/1993,0.2056
2/23/1993,0.2079
2/24/1993,0.2071
2/25/1993,0.2065
2/26/1993,0.2106
3/1/1993,0.2158
3/2/1993,0.2141
3/3/1993,0.2149
3/4/1993,0.2173
3/5/1993,0.2145
3/8/1993,0.2112
3/9/1993,0.2116
3/10/1993,0.2117
3/11/1993,0.2111
3/12/1993,0.2087
3/15/1993,0.2076
3/16/1993,0.2096
3/17/1993,0.2115
3/18/1993,0.2116
3/19/1993,0.2127
3/22/1993,0.21
3/23/1993,0.2127
3/24/1993,0.2131
3/25/1993,0.2097
3/26/1993,0.2086
3/29/1993,0.2081
3/30/1993,0.207
3/31/1993,0.2088
4/1/1993,0.212
4/2/1993,0.2133
4/5/1993,0.2137
4/6/1993,0.2129
4/7/1993,0.2172
4/8/1993,0.2161
4/12/1993,0.2142
4/13/1993,0.2139
4/14/1993,0.2142
4/15/1993,0.213
4/16/1993,0.2124
4/19/1993,0.211
4/20/1993,0.211
4/21/1993,0.2113
4/22/1993,0.2106
4/23/1993,0.2106
4/26/1993,0.2139
4/27/1993,0.2122
4/28/1993,0.2119
4/29/1993,0.2106
4/30/1993,0.21
5/3/1993,0.2115
5/4/1993,0.2101
5/5/1993,0.2099
5/6/1993,0.2106
5/7/1993,0.2135
5/10/1993,0.2142
5/11/1993,0.2144
5/12/1993,0.2139
5/13/1993,0.2113
5/14/1993,0.2124
5/17/1993,0.2121
5/18/1993,0.2145
5/19/1993,0.2117
5/20/1993,0.2139
5/21/1993,0.2141
5/24/1993,0.2149
5/25/1993,0.2149
5/26/1993,0.2164
5/27/1993,0.2151
5/28/1993,0.2139
6/1/1993,0.2102
6/2/1993,0.2077
6/3/1993,0.2078
6/4/1993,0.2069
6/7/1993,0.2076
6/8/1993,0.208
6/9/1993,0.2086
6/10/1993,0.2071
6/11/1993,0.2048
6/14/1993,0.2045
6/15/1993,0.2019
6/16/1993,0.2033
6/17/1993,0.2101
6/18/1993,0.2144
6/21/1993,0.2212
6/22/1993,0.2203
6/23/1993,0.2213
6/24/1993,0.2229
6/25/1993,0.2218
6/28/1993,0.2216
6/29/1993,0.2276
6/30/1993,0.2378
7/1/1993,0.2419
7/2/1993,0.239
7/6/1993,0.249
7/7/1993,0.2497
7/8/1993,0.2473
7/9/1993,0.2477
7/12/1993,0.2443
7/13/1993,0.2442
7/14/1993,0.2453
7/15/1993,0.243
7/16/1993,0.2478
7/19/1993,0.2466
7/20/1993,0.2467
7/21/1993,0.2444
7/22/1993,0.246
7/23/1993,0.245
7/26/1993,0.2375
7/27/1993,0.2367
7/28/1993,0.2319
7/29/1993,0.2328
7/30/1993,0.2331
8/2/1993,0.2427
8/3/1993,0.2444
8/4/1993,0.2404
8/5/1993,0.2369
8/6/1993,0.2399
8/9/1993,0.2378
8/10/1993,0.2374
8/11/1993,0.2393
8/12/1993,0.2317
8/13/1993,0.2324
8/16/1993,0.2296
8/17/1993,0.2318
8/18/1993,0.2318
8/19/1993,0.233
8/20/1993,0.2348
8/23/1993,0.2379
8/24/1993,0.2352
8/25/1993,0.2345
8/26/1993,0.2329
8/27/1993,0.2384
8/30/1993,0.2388
8/31/1993,0.2366
9/1/1993,0.2344
9/2/1993,0.2363
9/3/1993,0.2386
9/7/1993,0.2316
9/8/1993,0.2335
9/9/1993,0.2323
9/10/1993,0.2268
9/13/1993,0.2301
9/14/1993,0.2289
9/15/1993,0.2299
9/16/1993,0.2319
9/17/1993,0.2358
9/20/1993,0.2357
9/21/1993,0.2331
9/22/1993,0.2353
9/23/1993,0.2442
9/24/1993,0.2423
9/27/1993,0.2408
9/28/1993,0.2409
9/29/1993,0.2366
9/30/1993,0.2367
10/1/1993,0.2305
10/4/1993,0.2263
10/5/1993,0.2271
10/6/1993,0.2261
10/7/1993,0.2261
10/8/1993,0.2247
10/11/1993,0.2246
10/12/1993,0.2269
10/13/1993,0.2247
10/14/1993,0.2261
10/15/1993,0.2252
10/18/1993,0.2287
10/19/1993,0.2294
10/20/1993,0.2294
10/21/1993,0.2315
10/22/1993,0.2303
10/25/1993,0.231
10/26/1993,0.231
10/27/1993,0.2329
10/28/1993,0.2316
10/29/1993,0.2344
11/1/1993,0.2327
11/2/1993,0.2334
11/3/1993,0.2349
11/4/1993,0.2382
11/5/1993,0.2394
11/8/1993,0.2342
11/9/1993,0.2361
11/10/1993,0.2461
11/11/1993,0.2573
11/12/1993,0.2577
11/15/1993,0.2593
11/16/1993,0.2559
11/17/1993,0.2617
11/18/1993,0.2654
11/19/1993,0.2667
11/22/1993,0.2637
11/23/1993,0.2636
11/24/1993,0.2661
11/26/1993,0.2687
11/29/1993,0.2676
11/30/1993,0.2618
12/1/1993,0.261
12/2/1993,0.2663
12/3/1993,0.2668
12/6/1993,0.2669
12/7/1993,0.2714
12/8/1993,0.2719
12/9/1993,0.2686
12/10/1993,0.2752
12/13/1993,0.2721
12/14/1993,0.2783
12/15/1993,0.2765
12/16/1993,0.2806
12/17/1993,0.2851
12/20/1993,0.2848
12/21/1993,0.2878
12/22/1993,0.2911
12/23/1993,0.2909
12/27/1993,0.292
12/28/1993,0.2911
12/29/1993,0.2928
12/30/1993,0.2962
1/3/1994,0.2964
1/4/1994,0.2918
1/5/1994,0.2918
1/6/1994,0.2931
1/7/1994,0.2877
1/10/1994,0.2847
1/11/1994,0.2888
1/12/1994,0.2899
1/13/1994,0.2999
1/14/1994,0.3048
1/17/1994,0.3037
1/18/1994,0.3038
1/19/1994,0.3026
1/20/1994,0.2975
1/21/1994,0.2942
1/24/1994,0.2982
1/25/1994,0.2976
1/26/1994,0.2976
1/27/1994,0.2964
1/28/1994,0.2877
1/31/1994,0.2893
2/1/1994,0.2897
2/2/1994,0.2898
2/3/1994,0.2852
2/4/1994,0.2815
2/7/1994,0.2809
2/8/1994,0.2783
2/9/1994,0.2825
2/10/1994,0.2838
2/11/1994,0.2862
2/14/1994,0.2844
2/15/1994,0.2802
2/16/1994,0.2831
2/17/1994,0.2818
2/18/1994,0.2826
2/22/1994,0.2854
2/23/1994,0.2854
2/24/1994,0.2881
2/25/1994,0.2893
2/28/1994,0.2891
3/1/1994,0.2904
3/2/1994,0.2863
3/3/1994,0.2824
3/4/1994,0.2803
3/7/1994,0.2798
3/8/1994,0.28
3/9/1994,0.2837
3/10/1994,0.2832
3/11/1994,0.2807
3/14/1994,0.2841
3/15/1994,0.2844
3/16/1994,0.2905
3/17/1994,0.2886
3/18/1994,0.2901
3/21/1994,0.2906
3/22/1994,0.2887
3/23/1994,0.2937
3/24/1994,0.2926
3/25/1994,0.2908
3/28/1994,0.2893
3/29/1994,0.2878
3/30/1994,0.2905
3/31/1994,0.2877
4/4/1994,0.2777
4/5/1994,0.2748
4/6/1994,0.2771
4/7/1994,0.2752
4/8/1994,0.2731
4/11/1994,0.2748
4/12/1994,0.2778
4/13/1994,0.277
4/14/1994,0.2729
4/15/1994,0.2723
4/18/1994,0.2751
4/19/1994,0.2801
4/20/1994,0.2823
4/21/1994,0.2811
4/22/1994,0.2772
4/25/1994,0.2833
4/26/1994,0.2847
4/28/1994,0.285
4/29/1994,0.2891
5/2/1994,0.2863
5/3/1994,0.2834
5/4/1994,0.2846
5/5/1994,0.2805
5/6/1994,0.2826
5/9/1994,0.2828
5/10/1994,0.284
5/11/1994,0.2865
5/12/1994,0.2896
5/13/1994,0.2896
5/16/1994,0.2955
5/17/1994,0.296
5/18/1994,0.3047
5/19/1994,0.2989
5/20/1994,0.2982
5/23/1994,0.3051
5/24/1994,0.2923
5/25/1994,0.2778
5/26/1994,0.2774
5/27/1994,0.2792
5/31/1994,0.2836
6/1/1994,0.2865
6/2/1994,0.2867
6/3/1994,0.2788
6/6/1994,0.2689
6/7/1994,0.2719
6/8/1994,0.2745
6/9/1994,0.2762
6/10/1994,0.2762
6/13/1994,0.277
6/14/1994,0.2749
6/15/1994,0.2781
6/16/1994,0.2784
6/17/1994,0.2813
6/20/1994,0.2724
6/21/1994,0.2754
6/22/1994,0.2698
6/23/1994,0.2697
6/24/1994,0.2683
6/27/1994,0.2638
6/28/1994,0.2707
6/29/1994,0.266
6/30/1994,0.2637
7/1/1994,0.2567
7/5/1994,0.2467
7/6/1994,0.2432
7/7/1994,0.2468
7/8/1994,0.2497
7/11/1994,0.2461
7/12/1994,0.2442
7/13/1994,0.2469
7/14/1994,0.2429
7/15/1994,0.2464
7/18/1994,0.2485
7/19/1994,0.2442
7/20/1994,0.2395
7/21/1994,0.2399
7/22/1994,0.2417
7/25/1994,0.2442
7/26/1994,0.2447
7/27/1994,0.239
7/28/1994,0.2398
7/29/1994,0.2403
8/1/1994,0.2392
8/2/1994,0.2386
8/3/1994,0.2384
8/4/1994,0.2399
8/5/1994,0.246
8/8/1994,0.2449
8/9/1994,0.2429
8/10/1994,0.2413
8/11/1994,0.2444
8/12/1994,0.2443
8/15/1994,0.2401
8/16/1994,0.2407
8/17/1994,0.2427
8/18/1994,0.2442
8/19/1994,0.2454
8/22/1994,0.2442
8/23/1994,0.245
8/24/1994,0.2482
8/25/1994,0.2486
8/26/1994,0.2501
8/29/1994,0.2489
8/30/1994,0.2474
8/31/1994,0.2494
9/1/1994,0.2515
9/2/1994,0.2532
9/6/1994,0.2563
9/7/1994,0.2586
9/8/1994,0.2591
9/9/1994,0.2598
9/12/1994,0.2643
9/13/1994,0.2641
9/14/1994,0.2639
9/15/1994,0.2591
9/16/1994,0.2547
9/19/1994,0.2519
9/20/1994,0.2529
9/21/1994,0.2502
9/22/1994,0.2512
9/23/1994,0.2548
9/26/1994,0.2584
9/27/1994,0.256
9/28/1994,0.2515
9/29/1994,0.2471
9/30/1994,0.2426
10/3/1994,0.2384
10/4/1994,0.2352
10/5/1994,0.2362
10/6/1994,0.2366
10/7/1994,0.2365
10/10/1994,0.2378
10/11/1994,0.2395
10/12/1994,0.2418
10/13/1994,0.2417
10/14/1994,0.2452
10/17/1994,0.2495
10/18/1994,0.2526
10/19/1994,0.2513
10/20/1994,0.2573
10/21/1994,0.2596
10/24/1994,0.2613
10/25/1994,0.2581
10/26/1994,0.2592
10/27/1994,0.2648
10/28/1994,0.2655
10/31/1994,0.2566
11/1/1994,0.2574
11/2/1994,0.2634
11/3/1994,0.2687
11/4/1994,0.2724
11/7/1994,0.2717
11/8/1994,0.2763
11/9/1994,0.281
11/10/1994,0.2778
11/11/1994,0.2737
11/14/1994,0.2761
11/15/1994,0.2828
11/16/1994,0.2831
11/17/1994,0.2875
11/18/1994,0.2857
11/21/1994,0.2821
11/22/1994,0.2821
11/23/1994,0.2814
11/25/1994,0.2852
11/28/1994,0.287
11/29/1994,0.2864
11/30/1994,0.2789
12/1/1994,0.2733
12/2/1994,0.2807
12/5/1994,0.2844
12/6/1994,0.2788
12/7/1994,0.2766
12/8/1994,0.2732
12/9/1994,0.2731
12/12/1994,0.272
12/13/1994,0.2746
12/14/1994,0.2754
12/15/1994,0.2773
12/16/1994,0.28
12/19/1994,0.2777
12/20/1994,0.2764
12/21/1994,0.2737
12/22/1994,0.2789
12/23/1994,0.2889
12/27/1994,0.2916
12/28/1994,0.2879
12/29/1994,0.2886
12/30/1994,0.2858
1/3/1995,0.2775
1/4/1995,0.279
1/5/1995,0.2793
1/6/1995,0.2753
1/9/1995,0.2715
1/10/1995,0.2681
1/11/1995,0.2703
1/12/1995,0.2706
1/13/1995,0.2666
1/16/1995,0.2629
1/17/1995,0.2667
1/18/1995,0.2678
1/19/1995,0.2674
1/20/1995,0.2631
1/23/1995,0.2668
1/24/1995,0.2647
1/25/1995,0.2641
1/26/1995,0.2666
1/27/1995,0.2693
1/30/1995,0.269
1/31/1995,0.267
2/1/1995,0.2648
2/2/1995,0.2681
2/3/1995,0.2645
2/6/1995,0.2668
2/7/1995,0.2662
2/8/1995,0.2666
2/9/1995,0.2689
2/10/1995,0.2728
2/13/1995,0.273
2/14/1995,0.2762
2/15/1995,0.2788
2/16/1995,0.2778
2/17/1995,0.2744
2/21/1995,0.274
2/22/1995,0.2724
2/23/1995,0.2699
2/24/1995,0.273
2/27/1995,0.2695
2/28/1995,0.2667
3/1/1995,0.266
3/2/1995,0.2686
3/3/1995,0.2687
3/6/1995,0.2782
3/7/1995,0.2758
3/8/1995,0.273
3/9/1995,0.2747
3/10/1995,0.2715
3/13/1995,0.2749
3/14/1995,0.2697
3/15/1995,0.2697
3/16/1995,0.2623
3/17/1995,0.2642
3/20/1995,0.267
3/21/1995,0.267
3/22/1995,0.2632
3/23/1995,0.2671
3/24/1995,0.2655
3/27/1995,0.2663
3/28/1995,0.2629
3/29/1995,0.26
3/30/1995,0.2594
3/31/1995,0.2564
4/3/1995,0.2554
4/4/1995,0.2551
4/5/1995,0.2568
4/6/1995,0.2594
4/7/1995,0.2635
4/10/1995,0.2632
4/11/1995,0.2643
4/12/1995,0.2598
4/13/1995,0.2566
4/17/1995,0.2565
4/18/1995,0.2521
4/19/1995,0.2517
4/20/1995,0.2534
4/21/1995,0.2544
4/24/1995,0.2563
4/25/1995,0.2558
4/26/1995,0.254
4/27/1995,0.2532
4/28/1995,0.258
5/1/1995,0.266
5/2/1995,0.2646
5/3/1995,0.2586
5/4/1995,0.2572
5/5/1995,0.2506
5/8/1995,0.2469
5/9/1995,0.2503
5/10/1995,0.2502
5/11/1995,0.2476
5/12/1995,0.2474
5/15/1995,0.2465
5/16/1995,0.2486
5/17/1995,0.2462
5/18/1995,0.2562
5/19/1995,0.2522
5/22/1995,0.2608
5/23/1995,0.2592
5/24/1995,0.2629
5/25/1995,0.2614
5/26/1995,0.2687
5/30/1995,0.261
5/31/1995,0.2576
6/1/1995,0.2606
6/2/1995,0.2584
6/5/1995,0.2597
6/6/1995,0.2642
6/7/1995,0.2665
6/8/1995,0.2651
6/9/1995,0.2618
6/12/1995,0.253
6/13/1995,0.2577
6/14/1995,0.2603
6/15/1995,0.2629
6/16/1995,0.2629
6/19/1995,0.2729
6/20/1995,0.2781
6/21/1995,0.2787
6/22/1995,0.2748
6/23/1995,0.2748
6/26/1995,0.2697
6/27/1995,0.2678
6/28/1995,0.2695
6/29/1995,0.2649
6/30/1995,0.2591
7/3/1995,0.2646
7/5/1995,0.2731
7/6/1995,0.2827
7/7/1995,0.28
7/10/1995,0.2758
7/11/1995,0.2769
7/12/1995,0.2786
7/13/1995,0.2764
7/14/1995,0.2776
7/17/1995,0.2828
7/18/1995,0.2788
7/19/1995,0.2703
7/20/1995,0.2704
7/21/1995,0.2751
7/24/1995,0.2734
7/25/1995,0.2744
7/26/1995,0.2744
7/27/1995,0.2703
7/28/1995,0.2695
7/31/1995,0.2664
8/1/1995,0.2653
8/2/1995,0.2627
8/3/1995,0.2646
8/4/1995,0.2609
8/7/1995,0.2617
8/8/1995,0.2634
8/9/1995,0.2634
8/10/1995,0.2626
8/11/1995,0.2621
8/14/1995,0.2635
8/15/1995,0.262
8/16/1995,0.2618
8/17/1995,0.2643
8/18/1995,0.2646
8/21/1995,0.2677
8/22/1995,0.2631
8/23/1995,0.2614
8/24/1995,0.2613
8/25/1995,0.2594
8/28/1995,0.2607
8/29/1995,0.2617
8/30/1995,0.2613
8/31/1995,0.2624
9/1/1995,0.2622
9/5/1995,0.2575
9/6/1995,0.2586
9/7/1995,0.2591
9/8/1995,0.26
9/11/1995,0.2596
9/12/1995,0.2612
9/13/1995,0.2586
9/14/1995,0.2586
9/15/1995,0.26
9/18/1995,0.2694
9/19/1995,0.2665
9/20/1995,0.2648
9/21/1995,0.2667
9/22/1995,0.2622
9/25/1995,0.2625
9/26/1995,0.2638
9/27/1995,0.2649
9/28/1995,0.2662
9/29/1995,0.2689
10/2/1995,0.2671
10/3/1995,0.2668
10/4/1995,0.2672
10/5/1995,0.2676
10/6/1995,0.2706
10/9/1995,0.2711
10/10/1995,0.2726
10/11/1995,0.2735
10/12/1995,0.2687
10/13/1995,0.2661
10/16/1995,0.267
10/17/1995,0.2649
10/18/1995,0.2667
10/19/1995,0.2683
10/20/1995,0.2681
10/23/1995,0.2658
10/24/1995,0.2659
10/25/1995,0.2659
10/26/1995,0.2626
10/27/1995,0.2635
10/30/1995,0.2656
10/31/1995,0.2661
11/1/1995,0.2667
11/2/1995,0.2671
11/3/1995,0.2676
11/6/1995,0.2671
11/7/1995,0.2647
11/8/1995,0.263
11/9/1995,0.2597
11/10/1995,0.2593
11/13/1995,0.2567
11/14/1995,0.2537
11/15/1995,0.2543
11/16/1995,0.255
11/17/1995,0.2551
11/20/1995,0.2518
11/21/1995,0.2514
11/22/1995,0.2524
11/24/1995,0.2502
11/27/1995,0.2494
11/28/1995,0.2485
11/29/1995,0.2494
11/30/1995,0.2502
12/1/1995,0.2514
12/4/1995,0.2533
12/5/1995,0.2541
12/6/1995,0.2524
12/7/1995,0.2499
12/8/1995,0.2487
12/11/1995,0.2475
12/12/1995,0.2487
12/13/1995,0.2514
12/14/1995,0.2534
12/15/1995,0.2511
12/18/1995,0.2536
12/19/1995,0.2572
12/20/1995,0.2549
12/21/1995,0.251
12/22/1995,0.2533
12/26/1995,0.2534
12/27/1995,0.2525
12/28/1995,0.2521
12/29/1995,0.2527
1/2/1996,0.2544
1/3/1996,0.2557
1/4/1996,0.2524
1/5/1996,0.2479
1/8/1996,0.2441
1/9/1996,0.2446
1/10/1996,0.2424
1/11/1996,0.2419
1/12/1996,0.2448
1/15/1996,0.2441
1/16/1996,0.2402
1/17/1996,0.2409
1/18/1996,0.2399
1/19/1996,0.2379
1/22/1996,0.2372
1/23/1996,0.2398
1/24/1996,0.2412
1/25/1996,0.2411
1/26/1996,0.2414
1/29/1996,0.2387
1/30/1996,0.2425
1/31/1996,0.2439
2/1/1996,0.2454
2/2/1996,0.2437
2/5/1996,0.2409
2/6/1996,0.2412
2/7/1996,0.2413
2/8/1996,0.2417
2/9/1996,0.2441
2/12/1996,0.2454
2/13/1996,0.2444
2/14/1996,0.2444
2/15/1996,0.2435
2/16/1996,0.2416
2/20/1996,0.2445
2/21/1996,0.2432
2/22/1996,0.2446
2/23/1996,0.244
2/26/1996,0.2457
2/27/1996,0.2439
2/28/1996,0.2427
2/29/1996,0.241
3/1/1996,0.238
3/4/1996,0.2378
3/5/1996,0.238
3/6/1996,0.2392
3/7/1996,0.2397
3/8/1996,0.2393
3/11/1996,0.24
3/12/1996,0.2399
3/13/1996,0.2418
3/14/1996,0.2443
3/15/1996,0.2452
3/18/1996,0.2458
3/19/1996,0.2433
3/20/1996,0.2435
3/21/1996,0.2446
3/22/1996,0.25
3/25/1996,0.2531
3/26/1996,0.2515
3/27/1996,0.2521
3/28/1996,0.2519
3/29/1996,0.2533
4/1/1996,0.2551
4/2/1996,0.2558
4/3/1996,0.2576
4/4/1996,0.2562
4/8/1996,0.2596
4/9/1996,0.2613
4/10/1996,0.2667
4/11/1996,0.2643
4/12/1996,0.2643
4/15/1996,0.2629
4/16/1996,0.2588
4/17/1996,0.2609
4/18/1996,0.2662
4/19/1996,0.2638
4/22/1996,0.2672
4/23/1996,0.2662
4/24/1996,0.2661
4/25/1996,0.2711
4/26/1996,0.2716
4/29/1996,0.2696
4/30/1996,0.2727
5/1/1996,0.2805
5/2/1996,0.2786
5/3/1996,0.2783
5/6/1996,0.279
5/7/1996,0.2803
5/8/1996,0.2824
5/9/1996,0.2791
5/10/1996,0.2751
5/13/1996,0.2734
5/14/1996,0.2748
5/15/1996,0.2727
5/16/1996,0.2753
5/17/1996,0.2742
5/20/1996,0.2674
5/21/1996,0.2671
5/22/1996,0.2675
5/23/1996,0.2709
5/24/1996,0.2733
5/28/1996,0.2718
5/29/1996,0.2664
5/30/1996,0.268
5/31/1996,0.2643
6/3/1996,0.2583
6/4/1996,0.2568
6/5/1996,0.2564
6/6/1996,0.2573
6/7/1996,0.2618
6/10/1996,0.2664
6/11/1996,0.2631
6/12/1996,0.2605
6/13/1996,0.2577
6/14/1996,0.2555
6/17/1996,0.2566
6/18/1996,0.2599
6/19/1996,0.2584
6/20/1996,0.2542
6/21/1996,0.2577
6/24/1996,0.2544
6/25/1996,0.253
6/26/1996,0.2506
6/27/1996,0.2487
6/28/1996,0.2512
7/1/1996,0.2556
7/2/1996,0.253
7/3/1996,0.2518
7/5/1996,0.2466
7/8/1996,0.2459
7/9/1996,0.2492
7/10/1996,0.2527
7/11/1996,0.2604
7/12/1996,0.2655
7/15/1996,0.2639
7/16/1996,0.2607
7/17/1996,0.2564
7/18/1996,0.2474
7/19/1996,0.247
7/22/1996,0.2442
7/23/1996,0.2482
7/24/1996,0.2445
7/25/1996,0.2436
7/26/1996,0.2401
7/29/1996,0.2437
7/30/1996,0.2422
7/31/1996,0.2441
8/1/1996,0.2479
8/2/1996,0.2447
8/5/1996,0.2464
8/6/1996,0.2481
8/7/1996,0.2481
8/8/1996,0.2511
8/9/1996,0.2523
8/12/1996,0.2594
8/13/1996,0.2549
8/14/1996,0.2553
8/15/1996,0.2528
8/16/1996,0.2511
8/19/1996,0.2494
8/20/1996,0.2515
8/21/1996,0.2512
8/22/1996,0.2499
8/23/1996,0.249
8/26/1996,0.2523
8/27/1996,0.2559
8/28/1996,0.2519
8/29/1996,0.2532
8/30/1996,0.2551
9/3/1996,0.2554
9/4/1996,0.2521
9/5/1996,0.2551
9/6/1996,0.2569
9/9/1996,0.2556
9/10/1996,0.2579
9/11/1996,0.2558
9/12/1996,0.2598
9/13/1996,0.2576
9/16/1996,0.2544
9/17/1996,0.2539
9/18/1996,0.252
9/19/1996,0.2506
9/20/1996,0.2525
9/23/1996,0.2518
9/24/1996,0.2494
9/25/1996,0.2499
9/26/1996,0.2473
9/27/1996,0.247
9/30/1996,0.2412
10/1/1996,0.2427
10/2/1996,0.2403
10/3/1996,0.2389
10/4/1996,0.2363
10/7/1996,0.2386
10/8/1996,0.2377
10/9/1996,0.2388
10/10/1996,0.236
10/11/1996,0.2261
10/14/1996,0.2295
10/15/1996,0.2309
10/16/1996,0.2291
10/17/1996,0.2326
10/18/1996,0.2307
10/21/1996,0.2321
10/22/1996,0.2331
10/23/1996,0.2353
10/24/1996,0.2326
10/25/1996,0.2327
10/28/1996,0.2313
10/29/1996,0.231
10/30/1996,0.2294
10/31/1996,0.2259
11/1/1996,0.2273
11/4/1996,0.2274
11/5/1996,0.2282
11/6/1996,0.2303
11/7/1996,0.2309
11/8/1996,0.2299
11/11/1996,0.2275
11/12/1996,0.2304
11/13/1996,0.2308
11/14/1996,0.2316
